symbol,number,multiplicity,wyckoff,site_symmetry,coordinates
F -4 3 c,515,24.0,c,-4..,"(0,1/4,1/4) (0,3/4,1/4) (1/4,0,1/4) (1/4,0,3/4) (1/4,1/4,0) (3/4,1/4,0)"
F -4 3 c,515,8.0,b,23,"(1/4,1/4,1/4) (3/4,3/4,3/4)"
F -4 3 c,515,8.0,a,23,"(0,0,0) (1/2,1/2,1/2)"
I -4 3 d,516,48.0,e,1,"(x,y,z) (-x+1/2,-y,z+1/2) (-x,y+1/2,-z+1/2) (x+1/2,-y+1/2,-z) (z,x,y) (z+1/2,-x+1/2,-y) (-z+1/2,-x,y+1/2) (-z,x+1/2,-y+1/2) (y,z,x) (-y,z+1/2,-x+1/2) (y+1/2,-z+1/2,-x) (-y+1/2,-z,x+1/2) (y+1/4,x+1/4,z+1/4) (-y+1/4,-x+3/4,z+3/4) (y+3/4,-x+1/4,-z+3/4) (-y+3/4,x+3/4,-z+1/4) (x+1/4,z+1/4,y+1/4) (-x+3/4,z+3/4,-y+1/4) (-x+1/4,-z+3/4,y+3/4) (x+3/4,-z+1/4,-y+3/4) (z+1/4,y+1/4,x+1/4) (z+3/4,-y+1/4,-x+3/4) (-z+3/4,y+3/4,-x+1/4) (-z+1/4,-y+3/4,x+3/4)"
I -4 3 d,516,24.0,d,2..,"(x,0,1/4) (-x+1/2,0,3/4) (1/4,x,0) (3/4,-x+1/2,0) (0,1/4,x) (0,3/4,-x+1/2) (1/4,x+1/4,1/2) (1/4,-x+3/4,0) (x+1/4,1/2,1/4) (-x+3/4,0,1/4) (1/2,1/4,x+1/4) (0,1/4,-x+3/4)"
I -4 3 d,516,16.0,c,.3.,"(x,x,x) (-x+1/2,-x,x+1/2) (-x,x+1/2,-x+1/2) (x+1/2,-x+1/2,-x) (x+1/4,x+1/4,x+1/4) (-x+1/4,-x+3/4,x+3/4) (x+3/4,-x+1/4,-x+3/4) (-x+3/4,x+3/4,-x+1/4)"
I -4 3 d,516,12.0,b,-4..,"(7/8,0,1/4) (5/8,0,3/4) (1/4,7/8,0) (3/4,5/8,0) (0,1/4,7/8) (0,3/4,5/8)"
I -4 3 d,516,12.0,a,-4..,"(3/8,0,1/4) (1/8,0,3/4) (1/4,3/8,0) (3/4,1/8,0) (0,1/4,3/8) (0,3/4,1/8)"
P 4/m -3 2/m,517,48.0,n,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y,x,-z) (-y,-x,-z) (y,-x,z) (-y,x,z) (x,z,-y) (-x,z,y) (-x,-z,-y) (x,-z,y) (z,y,-x) (z,-y,x) (-z,y,x) (-z,-y,-x) (-x,-y,-z) (x,y,-z) (x,-y,z) (-x,y,z) (-z,-x,-y) (-z,x,y) (z,x,-y) (z,-x,y) (-y,-z,-x) (y,-z,x) (-y,z,x) (y,z,-x) (-y,-x,z) (y,x,z) (-y,x,-z) (y,-x,-z) (-x,-z,y) (x,-z,-y) (x,z,y) (-x,z,-y) (-z,-y,x) (-z,y,-x) (z,-y,-x) (z,y,x)"
P 4/m -3 2/m,517,24.0,m,..m,"(x,x,z) (-x,-x,z) (-x,x,-z) (x,-x,-z) (z,x,x) (z,-x,-x) (-z,-x,x) (-z,x,-x) (x,z,x) (-x,z,-x) (x,-z,-x) (-x,-z,x) (x,x,-z) (-x,-x,-z) (x,-x,z) (-x,x,z) (x,z,-x) (-x,z,x) (-x,-z,-x) (x,-z,x) (z,x,-x) (z,-x,x) (-z,x,x) (-z,-x,-x)"
P 4/m -3 2/m,517,24.0,l,m..,"(1/2,y,z) (1/2,-y,z) (1/2,y,-z) (1/2,-y,-z) (z,1/2,y) (z,1/2,-y) (-z,1/2,y) (-z,1/2,-y) (y,z,1/2) (-y,z,1/2) (y,-z,1/2) (-y,-z,1/2) (y,1/2,-z) (-y,1/2,-z) (y,1/2,z) (-y,1/2,z) (1/2,z,-y) (1/2,z,y) (1/2,-z,-y) (1/2,-z,y) (z,y,1/2) (z,-y,1/2) (-z,y,1/2) (-z,-y,1/2)"
P 4/m -3 2/m,517,24.0,k,m..,"(0,y,z) (0,-y,z) (0,y,-z) (0,-y,-z) (z,0,y) (z,0,-y) (-z,0,y) (-z,0,-y) (y,z,0) (-y,z,0) (y,-z,0) (-y,-z,0) (y,0,-z) (-y,0,-z) (y,0,z) (-y,0,z) (0,z,-y) (0,z,y) (0,-z,-y) (0,-z,y) (z,y,0) (z,-y,0) (-z,y,0) (-z,-y,0)"
P 4/m -3 2/m,517,12.0,j,m.m2,"(1/2,y,y) (1/2,-y,y) (1/2,y,-y) (1/2,-y,-y) (y,1/2,y) (y,1/2,-y) (-y,1/2,y) (-y,1/2,-y) (y,y,1/2) (-y,y,1/2) (y,-y,1/2) (-y,-y,1/2)"
P 4/m -3 2/m,517,12.0,i,m.m2,"(0,y,y) (0,-y,y) (0,y,-y) (0,-y,-y) (y,0,y) (y,0,-y) (-y,0,y) (-y,0,-y) (y,y,0) (-y,y,0) (y,-y,0) (-y,-y,0)"
P 4/m -3 2/m,517,12.0,h,mm2..,"(x,1/2,0) (-x,1/2,0) (0,x,1/2) (0,-x,1/2) (1/2,0,x) (1/2,0,-x) (1/2,x,0) (1/2,-x,0) (x,0,1/2) (-x,0,1/2) (0,1/2,-x) (0,1/2,x)"
P 4/m -3 2/m,517,8.0,g,.3m,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x,x,-x) (-x,-x,-x) (x,-x,x) (-x,x,x)"
P 4/m -3 2/m,517,6.0,f,4m.m,"(x,1/2,1/2) (-x,1/2,1/2) (1/2,x,1/2) (1/2,-x,1/2) (1/2,1/2,x) (1/2,1/2,-x)"
P 4/m -3 2/m,517,6.0,e,4m.m,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x)"
P 4/m -3 2/m,517,3.0,d,4/mm.m,"(1/2,0,0) (0,1/2,0) (0,0,1/2)"
P 4/m -3 2/m,517,3.0,c,4/mm.m,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0)"
P 4/m -3 2/m,517,1.0,b,m-3m,"(1/2,1/2,1/2)"
P 4/m -3 2/m,517,1.0,a,m-3m,"(0,0,0)"
P 4/n -3 2/n,518,48.0,i,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y,x,-z) (-y,-x,-z) (y,-x,z) (-y,x,z) (x,z,-y) (-x,z,y) (-x,-z,-y) (x,-z,y) (z,y,-x) (z,-y,x) (-z,y,x) (-z,-y,-x) (-x+1/2,-y+1/2,-z+1/2) (x+1/2,y+1/2,-z+1/2) (x+1/2,-y+1/2,z+1/2) (-x+1/2,y+1/2,z+1/2) (-z+1/2,-x+1/2,-y+1/2) (-z+1/2,x+1/2,y+1/2) (z+1/2,x+1/2,-y+1/2) (z+1/2,-x+1/2,y+1/2) (-y+1/2,-z+1/2,-x+1/2) (y+1/2,-z+1/2,x+1/2) (-y+1/2,z+1/2,x+1/2) (y+1/2,z+1/2,-x+1/2) (-y+1/2,-x+1/2,z+1/2) (y+1/2,x+1/2,z+1/2) (-y+1/2,x+1/2,-z+1/2) (y+1/2,-x+1/2,-z+1/2) (-x+1/2,-z+1/2,y+1/2) (x+1/2,-z+1/2,-y+1/2) (x+1/2,z+1/2,y+1/2) (-x+1/2,z+1/2,-y+1/2) (-z+1/2,-y+1/2,x+1/2) (-z+1/2,y+1/2,-x+1/2) (z+1/2,-y+1/2,-x+1/2) (z+1/2,y+1/2,x+1/2)"
P 4/n -3 2/n,518,24.0,h,..2,"(0,y,y) (0,-y,y) (0,y,-y) (0,-y,-y) (y,0,y) (y,0,-y) (-y,0,y) (-y,0,-y) (y,y,0) (-y,y,0) (y,-y,0) (-y,-y,0) (1/2,-y+1/2,-y+1/2) (1/2,y+1/2,-y+1/2) (1/2,-y+1/2,y+1/2) (1/2,y+1/2,y+1/2) (-y+1/2,1/2,-y+1/2) (-y+1/2,1/2,y+1/2) (y+1/2,1/2,-y+1/2) (y+1/2,1/2,y+1/2) (-y+1/2,-y+1/2,1/2) (y+1/2,-y+1/2,1/2) (-y+1/2,y+1/2,1/2) (y+1/2,y+1/2,1/2)"
P 4/n -3 2/n,518,24.0,g,2..,"(x,0,1/2) (-x,0,1/2) (1/2,x,0) (1/2,-x,0) (0,1/2,x) (0,1/2,-x) (0,x,1/2) (0,-x,1/2) (x,1/2,0) (-x,1/2,0) (1/2,0,-x) (1/2,0,x) (-x+1/2,1/2,0) (x+1/2,1/2,0) (0,-x+1/2,1/2) (0,x+1/2,1/2) (1/2,0,-x+1/2) (1/2,0,x+1/2) (1/2,-x+1/2,0) (1/2,x+1/2,0) (-x+1/2,0,1/2) (x+1/2,0,1/2) (0,1/2,x+1/2) (0,1/2,-x+1/2)"
P 4/n -3 2/n,518,16.0,f,.3.,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x,x,-x) (-x,-x,-x) (x,-x,x) (-x,x,x) (-x+1/2,-x+1/2,-x+1/2) (x+1/2,x+1/2,-x+1/2) (x+1/2,-x+1/2,x+1/2) (-x+1/2,x+1/2,x+1/2) (-x+1/2,-x+1/2,x+1/2) (x+1/2,x+1/2,x+1/2) (-x+1/2,x+1/2,-x+1/2) (x+1/2,-x+1/2,-x+1/2)"
P 4/n -3 2/n,518,12.0,e,4..,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x) (-x+1/2,1/2,1/2) (x+1/2,1/2,1/2) (1/2,-x+1/2,1/2) (1/2,x+1/2,1/2) (1/2,1/2,-x+1/2) (1/2,1/2,x+1/2)"
P 4/n -3 2/n,518,12.0,d,-4..,"(1/4,0,1/2) (3/4,0,1/2) (1/2,1/4,0) (1/2,3/4,0) (0,1/2,1/4) (0,1/2,3/4) (0,1/4,1/2) (0,3/4,1/2) (1/4,1/2,0) (3/4,1/2,0) (1/2,0,3/4) (1/2,0,1/4)"
P 4/n -3 2/n,518,8.0,c,.-3.,"(1/4,1/4,1/4) (3/4,3/4,1/4) (3/4,1/4,3/4) (1/4,3/4,3/4) (1/4,1/4,3/4) (3/4,3/4,3/4) (1/4,3/4,1/4) (3/4,1/4,1/4)"
P 4/n -3 2/n,518,6.0,b,42.2,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0) (1/2,0,0) (0,1/2,0) (0,0,1/2)"
P 4/n -3 2/n,518,2.0,a,432,"(0,0,0) (1/2,1/2,1/2)"
P 4/n -3 2/n,519,48.0,i,1,"(x,y,z) (-x+1/2,-y+1/2,z) (-x+1/2,y,-z+1/2) (x,-y+1/2,-z+1/2) (z,x,y) (z,-x+1/2,-y+1/2) (-z+1/2,-x+1/2,y) (-z+1/2,x,-y+1/2) (y,z,x) (-y+1/2,z,-x+1/2) (y,-z+1/2,-x+1/2) (-y+1/2,-z+1/2,x) (y,x,-z+1/2) (-y+1/2,-x+1/2,-z+1/2) (y,-x+1/2,z) (-y+1/2,x,z) (x,z,-y+1/2) (-x+1/2,z,y) (-x+1/2,-z+1/2,-y+1/2) (x,-z+1/2,y) (z,y,-x+1/2) (z,-y+1/2,x) (-z+1/2,y,x) (-z+1/2,-y+1/2,-x+1/2) (-x,-y,-z) (x+1/2,y+1/2,-z) (x+1/2,-y,z+1/2) (-x,y+1/2,z+1/2) (-z,-x,-y) (-z,x+1/2,y+1/2) (z+1/2,x+1/2,-y) (z+1/2,-x,y+1/2) (-y,-z,-x) (y+1/2,-z,x+1/2) (-y,z+1/2,x+1/2) (y+1/2,z+1/2,-x) (-y,-x,z+1/2) (y+1/2,x+1/2,z+1/2) (-y,x+1/2,-z) (y+1/2,-x,-z) (-x,-z,y+1/2) (x+1/2,-z,-y) (x+1/2,z+1/2,y+1/2) (-x,z+1/2,-y) (-z,-y,x+1/2) (-z,y+1/2,-x) (z+1/2,-y,-x) (z+1/2,y+1/2,x+1/2)"
P 4/n -3 2/n,519,24.0,h,..2,"(1/4,y,y) (1/4,-y+1/2,y) (1/4,y,-y+1/2) (1/4,-y+1/2,-y+1/2) (y,1/4,y) (y,1/4,-y+1/2) (-y+1/2,1/4,y) (-y+1/2,1/4,-y+1/2) (y,y,1/4) (-y+1/2,y,1/4) (y,-y+1/2,1/4) (-y+1/2,-y+1/2,1/4) (3/4,-y,-y) (3/4,y+1/2,-y) (3/4,-y,y+1/2) (3/4,y+1/2,y+1/2) (-y,3/4,-y) (-y,3/4,y+1/2) (y+1/2,3/4,-y) (y+1/2,3/4,y+1/2) (-y,-y,3/4) (y+1/2,-y,3/4) (-y,y+1/2,3/4) (y+1/2,y+1/2,3/4)"
P 4/n -3 2/n,519,24.0,g,2..,"(x,3/4,1/4) (-x+1/2,3/4,1/4) (1/4,x,3/4) (1/4,-x+1/2,3/4) (3/4,1/4,x) (3/4,1/4,-x+1/2) (3/4,x,1/4) (3/4,-x+1/2,1/4) (x,1/4,3/4) (-x+1/2,1/4,3/4) (1/4,3/4,-x+1/2) (1/4,3/4,x) (-x,1/4,3/4) (x+1/2,1/4,3/4) (3/4,-x,1/4) (3/4,x+1/2,1/4) (1/4,3/4,-x) (1/4,3/4,x+1/2) (1/4,-x,3/4) (1/4,x+1/2,3/4) (-x,3/4,1/4) (x+1/2,3/4,1/4) (3/4,1/4,x+1/2) (3/4,1/4,-x)"
P 4/n -3 2/n,519,16.0,f,.3.,"(x,x,x) (-x+1/2,-x+1/2,x) (-x+1/2,x,-x+1/2) (x,-x+1/2,-x+1/2) (x,x,-x+1/2) (-x+1/2,-x+1/2,-x+1/2) (x,-x+1/2,x) (-x+1/2,x,x) (-x,-x,-x) (x+1/2,x+1/2,-x) (x+1/2,-x,x+1/2) (-x,x+1/2,x+1/2) (-x,-x,x+1/2) (x+1/2,x+1/2,x+1/2) (-x,x+1/2,-x) (x+1/2,-x,-x)"
P 4/n -3 2/n,519,12.0,e,4..,"(x,1/4,1/4) (-x+1/2,1/4,1/4) (1/4,x,1/4) (1/4,-x+1/2,1/4) (1/4,1/4,x) (1/4,1/4,-x+1/2) (-x,3/4,3/4) (x+1/2,3/4,3/4) (3/4,-x,3/4) (3/4,x+1/2,3/4) (3/4,3/4,-x) (3/4,3/4,x+1/2)"
P 4/n -3 2/n,519,12.0,d,-4..,"(0,3/4,1/4) (1/2,3/4,1/4) (1/4,0,3/4) (1/4,1/2,3/4) (3/4,1/4,0) (3/4,1/4,1/2) (3/4,0,1/4) (3/4,1/2,1/4) (0,1/4,3/4) (1/2,1/4,3/4) (1/4,3/4,1/2) (1/4,3/4,0)"
P 4/n -3 2/n,519,8.0,c,.-3.,"(0,0,0) (1/2,1/2,0) (1/2,0,1/2) (0,1/2,1/2) (0,0,1/2) (1/2,1/2,1/2) (0,1/2,0) (1/2,0,0)"
P 4/n -3 2/n,519,6.0,b,42.2,"(3/4,1/4,1/4) (1/4,3/4,1/4) (1/4,1/4,3/4) (1/4,3/4,3/4) (3/4,1/4,3/4) (3/4,3/4,1/4)"
P 4/n -3 2/n,519,2.0,a,432,"(1/4,1/4,1/4) (3/4,3/4,3/4)"
P 42/m -3 2/n,520,48.0,l,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y+1/2,x+1/2,-z+1/2) (-y+1/2,-x+1/2,-z+1/2) (y+1/2,-x+1/2,z+1/2) (-y+1/2,x+1/2,z+1/2) (x+1/2,z+1/2,-y+1/2) (-x+1/2,z+1/2,y+1/2) (-x+1/2,-z+1/2,-y+1/2) (x+1/2,-z+1/2,y+1/2) (z+1/2,y+1/2,-x+1/2) (z+1/2,-y+1/2,x+1/2) (-z+1/2,y+1/2,x+1/2) (-z+1/2,-y+1/2,-x+1/2) (-x,-y,-z) (x,y,-z) (x,-y,z) (-x,y,z) (-z,-x,-y) (-z,x,y) (z,x,-y) (z,-x,y) (-y,-z,-x) (y,-z,x) (-y,z,x) (y,z,-x) (-y+1/2,-x+1/2,z+1/2) (y+1/2,x+1/2,z+1/2) (-y+1/2,x+1/2,-z+1/2) (y+1/2,-x+1/2,-z+1/2) (-x+1/2,-z+1/2,y+1/2) (x+1/2,-z+1/2,-y+1/2) (x+1/2,z+1/2,y+1/2) (-x+1/2,z+1/2,-y+1/2) (-z+1/2,-y+1/2,x+1/2) (-z+1/2,y+1/2,-x+1/2) (z+1/2,-y+1/2,-x+1/2) (z+1/2,y+1/2,x+1/2)"
P 42/m -3 2/n,520,24.0,k,m..,"(0,y,z) (0,-y,z) (0,y,-z) (0,-y,-z) (z,0,y) (z,0,-y) (-z,0,y) (-z,0,-y) (y,z,0) (-y,z,0) (y,-z,0) (-y,-z,0) (y+1/2,1/2,-z+1/2) (-y+1/2,1/2,-z+1/2) (y+1/2,1/2,z+1/2) (-y+1/2,1/2,z+1/2) (1/2,z+1/2,-y+1/2) (1/2,z+1/2,y+1/2) (1/2,-z+1/2,-y+1/2) (1/2,-z+1/2,y+1/2) (z+1/2,y+1/2,1/2) (z+1/2,-y+1/2,1/2) (-z+1/2,y+1/2,1/2) (-z+1/2,-y+1/2,1/2)"
P 42/m -3 2/n,520,24.0,j,..2,"(1/4,y,y+1/2) (3/4,-y,y+1/2) (3/4,y,-y+1/2) (1/4,-y,-y+1/2) (y+1/2,1/4,y) (y+1/2,3/4,-y) (-y+1/2,3/4,y) (-y+1/2,1/4,-y) (y,y+1/2,1/4) (-y,y+1/2,3/4) (y,-y+1/2,3/4) (-y,-y+1/2,1/4) (3/4,-y,-y+1/2) (1/4,y,-y+1/2) (1/4,-y,y+1/2) (3/4,y,y+1/2) (-y+1/2,3/4,-y) (-y+1/2,1/4,y) (y+1/2,1/4,-y) (y+1/2,3/4,y) (-y,-y+1/2,3/4) (y,-y+1/2,1/4) (-y,y+1/2,1/4) (y,y+1/2,3/4)"
P 42/m -3 2/n,520,16.0,i,.3.,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x+1/2,x+1/2,-x+1/2) (-x+1/2,-x+1/2,-x+1/2) (x+1/2,-x+1/2,x+1/2) (-x+1/2,x+1/2,x+1/2) (-x,-x,-x) (x,x,-x) (x,-x,x) (-x,x,x) (-x+1/2,-x+1/2,x+1/2) (x+1/2,x+1/2,x+1/2) (-x+1/2,x+1/2,-x+1/2) (x+1/2,-x+1/2,-x+1/2)"
P 42/m -3 2/n,520,12.0,h,mm2..,"(x,1/2,0) (-x,1/2,0) (0,x,1/2) (0,-x,1/2) (1/2,0,x) (1/2,0,-x) (0,x+1/2,1/2) (0,-x+1/2,1/2) (x+1/2,1/2,0) (-x+1/2,1/2,0) (1/2,0,-x+1/2) (1/2,0,x+1/2)"
P 42/m -3 2/n,520,12.0,g,mm2..,"(x,0,1/2) (-x,0,1/2) (1/2,x,0) (1/2,-x,0) (0,1/2,x) (0,1/2,-x) (1/2,x+1/2,0) (1/2,-x+1/2,0) (x+1/2,0,1/2) (-x+1/2,0,1/2) (0,1/2,-x+1/2) (0,1/2,x+1/2)"
P 42/m -3 2/n,520,12.0,f,mm2..,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x) (1/2,x+1/2,1/2) (1/2,-x+1/2,1/2) (x+1/2,1/2,1/2) (-x+1/2,1/2,1/2) (1/2,1/2,-x+1/2) (1/2,1/2,x+1/2)"
P 42/m -3 2/n,520,8.0,e,0.32,"(1/4,1/4,1/4) (3/4,3/4,1/4) (3/4,1/4,3/4) (1/4,3/4,3/4) (3/4,3/4,3/4) (1/4,1/4,3/4) (1/4,3/4,1/4) (3/4,1/4,1/4)"
P 42/m -3 2/n,520,6.0,d,-4m.2,"(1/4,1/2,0) (3/4,1/2,0) (0,1/4,1/2) (0,3/4,1/2) (1/2,0,1/4) (1/2,0,3/4)"
P 42/m -3 2/n,520,6.0,c,-4m.2,"(1/4,0,1/2) (3/4,0,1/2) (1/2,1/4,0) (1/2,3/4,0) (0,1/2,1/4) (0,1/2,3/4)"
P 42/m -3 2/n,520,6.0,b,mmm..,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0) (0,1/2,0) (1/2,0,0) (0,0,1/2)"
P 42/m -3 2/n,520,2.0,a,m-3.,"(0,0,0) (1/2,1/2,1/2)"
P 42/n -3 2/m,521,48.0,l,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y+1/2,x+1/2,-z+1/2) (-y+1/2,-x+1/2,-z+1/2) (y+1/2,-x+1/2,z+1/2) (-y+1/2,x+1/2,z+1/2) (x+1/2,z+1/2,-y+1/2) (-x+1/2,z+1/2,y+1/2) (-x+1/2,-z+1/2,-y+1/2) (x+1/2,-z+1/2,y+1/2) (z+1/2,y+1/2,-x+1/2) (z+1/2,-y+1/2,x+1/2) (-z+1/2,y+1/2,x+1/2) (-z+1/2,-y+1/2,-x+1/2) (-x+1/2,-y+1/2,-z+1/2) (x+1/2,y+1/2,-z+1/2) (x+1/2,-y+1/2,z+1/2) (-x+1/2,y+1/2,z+1/2) (-z+1/2,-x+1/2,-y+1/2) (-z+1/2,x+1/2,y+1/2) (z+1/2,x+1/2,-y+1/2) (z+1/2,-x+1/2,y+1/2) (-y+1/2,-z+1/2,-x+1/2) (y+1/2,-z+1/2,x+1/2) (-y+1/2,z+1/2,x+1/2) (y+1/2,z+1/2,-x+1/2) (-y,-x,z) (y,x,z) (-y,x,-z) (y,-x,-z) (-x,-z,y) (x,-z,-y) (x,z,y) (-x,z,-y) (-z,-y,x) (-z,y,-x) (z,-y,-x) (z,y,x)"
P 42/n -3 2/m,521,24.0,k,..m,"(x,x,z) (-x,-x,z) (-x,x,-z) (x,-x,-z) (z,x,x) (z,-x,-x) (-z,-x,x) (-z,x,-x) (x,z,x) (-x,z,-x) (x,-z,-x) (-x,-z,x) (x+1/2,x+1/2,-z+1/2) (-x+1/2,-x+1/2,-z+1/2) (x+1/2,-x+1/2,z+1/2) (-x+1/2,x+1/2,z+1/2) (x+1/2,z+1/2,-x+1/2) (-x+1/2,z+1/2,x+1/2) (-x+1/2,-z+1/2,-x+1/2) (x+1/2,-z+1/2,x+1/2) (z+1/2,x+1/2,-x+1/2) (z+1/2,-x+1/2,x+1/2) (-z+1/2,x+1/2,x+1/2) (-z+1/2,-x+1/2,-x+1/2)"
P 42/n -3 2/m,521,24.0,j,..2,"(1/4,y,y+1/2) (3/4,-y,y+1/2) (3/4,y,-y+1/2) (1/4,-y,-y+1/2) (y+1/2,1/4,y) (y+1/2,3/4,-y) (-y+1/2,3/4,y) (-y+1/2,1/4,-y) (y,y+1/2,1/4) (-y,y+1/2,3/4) (y,-y+1/2,3/4) (-y,-y+1/2,1/4) (1/4,-y+1/2,-y) (3/4,y+1/2,-y) (3/4,-y+1/2,y) (1/4,y+1/2,y) (-y,1/4,-y+1/2) (-y,3/4,y+1/2) (y,3/4,-y+1/2) (y,1/4,y+1/2) (-y+1/2,-y,1/4) (y+1/2,-y,3/4) (-y+1/2,y,3/4) (y+1/2,y,1/4)"
P 42/n -3 2/m,521,24.0,i,..2,"(1/4,y,-y+1/2) (3/4,-y,-y+1/2) (3/4,y,y+1/2) (1/4,-y,y+1/2) (-y+1/2,1/4,y) (-y+1/2,3/4,-y) (y+1/2,3/4,y) (y+1/2,1/4,-y) (y,-y+1/2,1/4) (-y,-y+1/2,3/4) (y,y+1/2,3/4) (-y,y+1/2,1/4) (1/4,-y+1/2,y) (3/4,y+1/2,y) (3/4,-y+1/2,-y) (1/4,y+1/2,-y) (y,1/4,-y+1/2) (y,3/4,y+1/2) (-y,3/4,-y+1/2) (-y,1/4,y+1/2) (-y+1/2,y,1/4) (y+1/2,y,3/4) (-y+1/2,-y,3/4) (y+1/2,-y,1/4)"
P 42/n -3 2/m,521,24.0,h,2..,"(x,0,1/2) (-x,0,1/2) (1/2,x,0) (1/2,-x,0) (0,1/2,x) (0,1/2,-x) (1/2,x+1/2,0) (1/2,-x+1/2,0) (x+1/2,0,1/2) (-x+1/2,0,1/2) (0,1/2,-x+1/2) (0,1/2,x+1/2) (-x+1/2,1/2,0) (x+1/2,1/2,0) (0,-x+1/2,1/2) (0,x+1/2,1/2) (1/2,0,-x+1/2) (1/2,0,x+1/2) (0,-x,1/2) (0,x,1/2) (-x,1/2,0) (x,1/2,0) (1/2,0,x) (1/2,0,-x)"
P 42/n -3 2/m,521,12.0,g,2.mm,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x) (1/2,x+1/2,1/2) (1/2,-x+1/2,1/2) (x+1/2,1/2,1/2) (-x+1/2,1/2,1/2) (1/2,1/2,-x+1/2) (1/2,1/2,x+1/2)"
P 42/n -3 2/m,521,12.0,f,2.22,"(1/4,0,1/2) (3/4,0,1/2) (1/2,1/4,0) (1/2,3/4,0) (0,1/2,1/4) (0,1/2,3/4) (1/4,1/2,0) (3/4,1/2,0) (0,1/4,1/2) (0,3/4,1/2) (1/2,0,1/4) (1/2,0,3/4)"
P 42/n -3 2/m,521,8.0,e,.3m,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x+1/2,x+1/2,-x+1/2) (-x+1/2,-x+1/2,-x+1/2) (x+1/2,-x+1/2,x+1/2) (-x+1/2,x+1/2,x+1/2)"
P 42/n -3 2/m,521,6.0,d,-42.m,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0) (0,1/2,0) (1/2,0,0) (0,0,1/2)"
P 42/n -3 2/m,521,4.0,c,.-3m,"(3/4,3/4,3/4) (1/4,1/4,3/4) (1/4,3/4,1/4) (3/4,1/4,1/4)"
P 42/n -3 2/m,521,4.0,b,.-3m,"(1/4,1/4,1/4) (3/4,3/4,1/4) (3/4,1/4,3/4) (1/4,3/4,3/4)"
P 42/n -3 2/m,521,2.0,a,-43m,"(0,0,0) (1/2,1/2,1/2)"
P 42/n -3 2/m,522,48.0,l,1,"(x,y,z) (-x+1/2,-y+1/2,z) (-x+1/2,y,-z+1/2) (x,-y+1/2,-z+1/2) (z,x,y) (z,-x+1/2,-y+1/2) (-z+1/2,-x+1/2,y) (-z+1/2,x,-y+1/2) (y,z,x) (-y+1/2,z,-x+1/2) (y,-z+1/2,-x+1/2) (-y+1/2,-z+1/2,x) (y+1/2,x+1/2,-z) (-y,-x,-z) (y+1/2,-x,z+1/2) (-y,x+1/2,z+1/2) (x+1/2,z+1/2,-y) (-x,z+1/2,y+1/2) (-x,-z,-y) (x+1/2,-z,y+1/2) (z+1/2,y+1/2,-x) (z+1/2,-y,x+1/2) (-z,y+1/2,x+1/2) (-z,-y,-x) (-x,-y,-z) (x+1/2,y+1/2,-z) (x+1/2,-y,z+1/2) (-x,y+1/2,z+1/2) (-z,-x,-y) (-z,x+1/2,y+1/2) (z+1/2,x+1/2,-y) (z+1/2,-x,y+1/2) (-y,-z,-x) (y+1/2,-z,x+1/2) (-y,z+1/2,x+1/2) (y+1/2,z+1/2,-x) (-y+1/2,-x+1/2,z) (y,x,z) (-y+1/2,x,-z+1/2) (y,-x+1/2,-z+1/2) (-x+1/2,-z+1/2,y) (x,-z+1/2,-y+1/2) (x,z,y) (-x+1/2,z,-y+1/2) (-z+1/2,-y+1/2,x) (-z+1/2,y,-x+1/2) (z,-y+1/2,-x+1/2) (z,y,x)"
