symbol,number,multiplicity,wyckoff,site_symmetry,coordinates
P 4 3 2,503,12.0,j,..2,"(1/2,y,y) (1/2,-y,y) (1/2,y,-y) (1/2,-y,-y) (y,1/2,y) (y,1/2,-y) (-y,1/2,y) (-y,1/2,-y) (y,y,1/2) (-y,y,1/2) (y,-y,1/2) (-y,-y,1/2)"
P 4 3 2,503,12.0,i,..2,"(0,y,y) (0,-y,y) (0,y,-y) (0,-y,-y) (y,0,y) (y,0,-y) (-y,0,y) (-y,0,-y) (y,y,0) (-y,y,0) (y,-y,0) (-y,-y,0)"
P 4 3 2,503,12.0,h,2..,"(x,1/2,0) (-x,1/2,0) (0,x,1/2) (0,-x,1/2) (1/2,0,x) (1/2,0,-x) (1/2,x,0) (1/2,-x,0) (x,0,1/2) (-x,0,1/2) (0,1/2,-x) (0,1/2,x)"
P 4 3 2,503,8.0,g,.3.,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x,x,-x) (-x,-x,-x) (x,-x,x) (-x,x,x)"
P 4 3 2,503,6.0,f,4..,"(x,1/2,1/2) (-x,1/2,1/2) (1/2,x,1/2) (1/2,-x,1/2) (1/2,1/2,x) (1/2,1/2,-x)"
P 4 3 2,503,6.0,e,4..,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x)"
P 4 3 2,503,3.0,d,42.2,"(1/2,0,0) (0,1/2,0) (0,0,1/2)"
P 4 3 2,503,3.0,c,42.2,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0)"
P 4 3 2,503,1.0,b,432,"(1/2,1/2,1/2)"
P 4 3 2,503,1.0,a,432,"(0,0,0)"
P 42 3 2,504,24.0,m,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y+1/2,x+1/2,-z+1/2) (-y+1/2,-x+1/2,-z+1/2) (y+1/2,-x+1/2,z+1/2) (-y+1/2,x+1/2,z+1/2) (x+1/2,z+1/2,-y+1/2) (-x+1/2,z+1/2,y+1/2) (-x+1/2,-z+1/2,-y+1/2) (x+1/2,-z+1/2,y+1/2) (z+1/2,y+1/2,-x+1/2) (z+1/2,-y+1/2,x+1/2) (-z+1/2,y+1/2,x+1/2) (-z+1/2,-y+1/2,-x+1/2)"
P 42 3 2,504,12.0,l,..2,"(1/4,y,y+1/2) (3/4,-y,y+1/2) (3/4,y,-y+1/2) (1/4,-y,-y+1/2) (y+1/2,1/4,y) (y+1/2,3/4,-y) (-y+1/2,3/4,y) (-y+1/2,1/4,-y) (y,y+1/2,1/4) (-y,y+1/2,3/4) (y,-y+1/2,3/4) (-y,-y+1/2,1/4)"
P 42 3 2,504,12.0,k,..2,"(1/4,y,-y+1/2) (3/4,-y,-y+1/2) (3/4,y,y+1/2) (1/4,-y,y+1/2) (-y+1/2,1/4,y) (-y+1/2,3/4,-y) (y+1/2,3/4,y) (y+1/2,1/4,-y) (y,-y+1/2,1/4) (-y,-y+1/2,3/4) (y,y+1/2,3/4) (-y,y+1/2,1/4)"
P 42 3 2,504,12.0,j,2..,"(x,1/2,0) (-x,1/2,0) (0,x,1/2) (0,-x,1/2) (1/2,0,x) (1/2,0,-x) (0,x+1/2,1/2) (0,-x+1/2,1/2) (x+1/2,1/2,0) (-x+1/2,1/2,0) (1/2,0,-x+1/2) (1/2,0,x+1/2)"
P 42 3 2,504,12.0,i,2..,"(x,0,1/2) (-x,0,1/2) (1/2,x,0) (1/2,-x,0) (0,1/2,x) (0,1/2,-x) (1/2,x+1/2,0) (1/2,-x+1/2,0) (x+1/2,0,1/2) (-x+1/2,0,1/2) (0,1/2,-x+1/2) (0,1/2,x+1/2)"
P 42 3 2,504,12.0,h,2..,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x) (1/2,x+1/2,1/2) (1/2,-x+1/2,1/2) (x+1/2,1/2,1/2) (-x+1/2,1/2,1/2) (1/2,1/2,-x+1/2) (1/2,1/2,x+1/2)"
P 42 3 2,504,8.0,g,.3.,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x+1/2,x+1/2,-x+1/2) (-x+1/2,-x+1/2,-x+1/2) (x+1/2,-x+1/2,x+1/2) (-x+1/2,x+1/2,x+1/2)"
P 42 3 2,504,6.0,f,2.22,"(1/4,1/2,0) (3/4,1/2,0) (0,1/4,1/2) (0,3/4,1/2) (1/2,0,1/4) (1/2,0,3/4)"
P 42 3 2,504,6.0,e,2.22,"(1/4,0,1/2) (3/4,0,1/2) (1/2,1/4,0) (1/2,3/4,0) (0,1/2,1/4) (0,1/2,3/4)"
P 42 3 2,504,6.0,d,222..,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0) (0,1/2,0) (1/2,0,0) (0,0,1/2)"
P 42 3 2,504,4.0,c,0.32,"(3/4,3/4,3/4) (1/4,1/4,3/4) (1/4,3/4,1/4) (3/4,1/4,1/4)"
P 42 3 2,504,4.0,b,0.32,"(1/4,1/4,1/4) (3/4,3/4,1/4) (3/4,1/4,3/4) (1/4,3/4,3/4)"
P 42 3 2,504,2.0,a,23,"(0,0,0) (1/2,1/2,1/2)"
F 4 3 2,505,96.0,j,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y,x,-z) (-y,-x,-z) (y,-x,z) (-y,x,z) (x,z,-y) (-x,z,y) (-x,-z,-y) (x,-z,y) (z,y,-x) (z,-y,x) (-z,y,x) (-z,-y,-x)"
F 4 3 2,505,48.0,i,2..,"(x,1/4,1/4) (-x,3/4,1/4) (1/4,x,1/4) (1/4,-x,3/4) (1/4,1/4,x) (3/4,1/4,-x) (1/4,x,3/4) (3/4,-x,3/4) (x,1/4,3/4) (-x,1/4,1/4) (1/4,1/4,-x) (1/4,3/4,x)"
F 4 3 2,505,48.0,h,..2,"(1/2,y,y) (1/2,-y,y) (1/2,y,-y) (1/2,-y,-y) (y,1/2,y) (y,1/2,-y) (-y,1/2,y) (-y,1/2,-y) (y,y,1/2) (-y,y,1/2) (y,-y,1/2) (-y,-y,1/2)"
F 4 3 2,505,48.0,g,..2,"(0,y,y) (0,-y,y) (0,y,-y) (0,-y,-y) (y,0,y) (y,0,-y) (-y,0,y) (-y,0,-y) (y,y,0) (-y,y,0) (y,-y,0) (-y,-y,0)"
F 4 3 2,505,32.0,f,.3.,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x,x,-x) (-x,-x,-x) (x,-x,x) (-x,x,x)"
F 4 3 2,505,24.0,e,4..,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x)"
F 4 3 2,505,24.0,d,2.22,"(0,1/4,1/4) (0,3/4,1/4) (1/4,0,1/4) (1/4,0,3/4) (1/4,1/4,0) (3/4,1/4,0)"
F 4 3 2,505,8.0,c,23,"(1/4,1/4,1/4) (1/4,1/4,3/4)"
F 4 3 2,505,4.0,b,432,"(1/2,1/2,1/2)"
F 4 3 2,505,4.0,a,432,"(0,0,0)"
F 41 3 2,506,96.0,h,1,"(z,x,y) (z+1/2,-x,-y+1/2) (-z,-x+1/2,y+1/2) (-z+1/2,x+1/2,-y) (y,z,x) (-y+1/2,z+1/2,-x) (y+1/2,-z,-x+1/2) (-y,-z+1/2,x+1/2) (y+3/4,x+1/4,-z+3/4) (-y+1/4,-x+1/4,-z+1/4) (y+1/4,-x+3/4,z+3/4) (-y+3/4,x+3/4,z+1/4) (x+3/4,z+1/4,-y+3/4) (-x+3/4,z+3/4,y+1/4) (-x+1/4,-z+1/4,-y+1/4) (x+1/4,-z+3/4,y+3/4) (z+3/4,y+1/4,-x+3/4) (z+1/4,-y+3/4,x+3/4) (-z+3/4,y+3/4,x+1/4) (-z+1/4,-y+1/4,-x+1/4)"
F 41 3 2,506,48.0,g,..2,"(1/8,y,-y+1/4) (7/8,-y+1/2,-y+3/4) (3/8,y+1/2,y+3/4) (5/8,-y,y+1/4) (-y+1/4,1/8,y) (-y+3/4,7/8,-y+1/2) (y+3/4,3/8,y+1/2) (y+1/4,5/8,-y) (y,-y+1/4,1/8) (-y+1/2,-y+3/4,7/8) (y+1/2,y+3/4,3/8) (-y,y+1/4,5/8)"
F 41 3 2,506,48.0,f,2..,"(x,0,0) (-x,1/2,1/2) (0,x,0) (1/2,-x,1/2) (0,0,x) (1/2,1/2,-x) (3/4,x+1/4,3/4) (1/4,-x+1/4,1/4) (x+3/4,1/4,3/4) (-x+3/4,3/4,1/4) (3/4,1/4,-x+3/4) (1/4,3/4,x+3/4)"
F 41 3 2,506,32.0,e,.3.,"(x,x,x) (-x,-x+1/2,x+1/2) (-x+1/2,x+1/2,-x) (x+1/2,-x,-x+1/2) (x+3/4,x+1/4,-x+3/4) (-x+1/4,-x+1/4,-x+1/4) (x+1/4,-x+3/4,x+3/4) (-x+3/4,x+3/4,x+1/4)"
F 41 3 2,506,16.0,d,0.32,"(5/8,5/8,5/8) (3/8,7/8,1/8) (7/8,1/8,3/8) (1/8,3/8,7/8)"
F 41 3 2,506,16.0,c,0.32,"(1/8,1/8,1/8) (7/8,3/8,5/8) (3/8,5/8,7/8) (5/8,7/8,3/8)"
F 41 3 2,506,8.0,b,23,"(1/2,1/2,1/2) (1/4,3/4,1/4)"
F 41 3 2,506,8.0,a,23,"(0,0,0) (3/4,1/4,3/4)"
I 4 3 2,507,48.0,j,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y,x,-z) (-y,-x,-z) (y,-x,z) (-y,x,z) (x,z,-y) (-x,z,y) (-x,-z,-y) (x,-z,y) (z,y,-x) (z,-y,x) (-z,y,x) (-z,-y,-x)"
I 4 3 2,507,24.0,i,..2,"(1/4,y,-y+1/2) (3/4,-y,-y+1/2) (3/4,y,y+1/2) (1/4,-y,y+1/2) (-y+1/2,1/4,y) (-y+1/2,3/4,-y) (y+1/2,3/4,y) (y+1/2,1/4,-y) (y,-y+1/2,1/4) (-y,-y+1/2,3/4) (y,y+1/2,3/4) (-y,y+1/2,1/4)"
I 4 3 2,507,24.0,h,..2,"(0,y,y) (0,-y,y) (0,y,-y) (0,-y,-y) (y,0,y) (y,0,-y) (-y,0,y) (-y,0,-y) (y,y,0) (-y,y,0) (y,-y,0) (-y,-y,0)"
I 4 3 2,507,24.0,g,2..,"(x,1/2,0) (-x,1/2,0) (0,x,1/2) (0,-x,1/2) (1/2,0,x) (1/2,0,-x) (1/2,x,0) (1/2,-x,0) (x,0,1/2) (-x,0,1/2) (0,1/2,-x) (0,1/2,x)"
I 4 3 2,507,16.0,f,.3.,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x,x,-x) (-x,-x,-x) (x,-x,x) (-x,x,x)"
I 4 3 2,507,12.0,e,4..,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x)"
I 4 3 2,507,12.0,d,2.22,"(1/4,1/2,0) (3/4,1/2,0) (0,1/4,1/2) (0,3/4,1/2) (1/2,0,1/4) (1/2,0,3/4)"
I 4 3 2,507,8.0,c,0.32,"(1/4,1/4,1/4) (3/4,3/4,1/4) (3/4,1/4,3/4) (1/4,3/4,3/4)"
I 4 3 2,507,6.0,b,42.2,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0)"
I 4 3 2,507,2.0,a,432,"(0,0,0)"
P 43 3 2,508,24.0,e,1,"(x,y,z) (-x+1/2,-y,z+1/2) (-x,y+1/2,-z+1/2) (x+1/2,-y+1/2,-z) (z,x,y) (z+1/2,-x+1/2,-y) (-z+1/2,-x,y+1/2) (-z,x+1/2,-y+1/2) (y,z,x) (-y,z+1/2,-x+1/2) (y+1/2,-z+1/2,-x) (-y+1/2,-z,x+1/2) (y+1/4,x+3/4,-z+3/4) (-y+1/4,-x+1/4,-z+1/4) (y+3/4,-x+3/4,z+1/4) (-y+3/4,x+1/4,z+3/4) (x+1/4,z+3/4,-y+3/4) (-x+3/4,z+1/4,y+3/4) (-x+1/4,-z+1/4,-y+1/4) (x+3/4,-z+3/4,y+1/4) (z+1/4,y+3/4,-x+3/4) (z+3/4,-y+3/4,x+1/4) (-z+3/4,y+1/4,x+3/4) (-z+1/4,-y+1/4,-x+1/4)"
P 43 3 2,508,12.0,d,..2,"(1/8,y,-y+1/4) (3/8,-y,-y+3/4) (7/8,y+1/2,y+1/4) (5/8,-y+1/2,y+3/4) (-y+1/4,1/8,y) (-y+3/4,3/8,-y) (y+1/4,7/8,y+1/2) (y+3/4,5/8,-y+1/2) (y,-y+1/4,1/8) (-y,-y+3/4,3/8) (y+1/2,y+1/4,7/8) (-y+1/2,y+3/4,5/8)"
P 43 3 2,508,8.0,c,.3.,"(x,x,x) (-x+1/2,-x,x+1/2) (-x,x+1/2,-x+1/2) (x+1/2,-x+1/2,-x) (x+1/4,x+3/4,-x+3/4) (-x+1/4,-x+1/4,-x+1/4) (x+3/4,-x+3/4,x+1/4) (-x+3/4,x+1/4,x+3/4)"
P 43 3 2,508,4.0,b,0.32,"(5/8,5/8,5/8) (7/8,3/8,1/8) (3/8,1/8,7/8) (1/8,7/8,3/8)"
P 43 3 2,508,4.0,a,0.32,"(1/8,1/8,1/8) (3/8,7/8,5/8) (7/8,5/8,3/8) (5/8,3/8,7/8)"
P 41 3 2,509,24.0,e,1,"(x,y,z) (-x+1/2,-y,z+1/2) (-x,y+1/2,-z+1/2) (x+1/2,-y+1/2,-z) (z,x,y) (z+1/2,-x+1/2,-y) (-z+1/2,-x,y+1/2) (-z,x+1/2,-y+1/2) (y,z,x) (-y,z+1/2,-x+1/2) (y+1/2,-z+1/2,-x) (-y+1/2,-z,x+1/2) (y+3/4,x+1/4,-z+1/4) (-y+3/4,-x+3/4,-z+3/4) (y+1/4,-x+1/4,z+3/4) (-y+1/4,x+3/4,z+1/4) (x+3/4,z+1/4,-y+1/4) (-x+1/4,z+3/4,y+1/4) (-x+3/4,-z+3/4,-y+3/4) (x+1/4,-z+1/4,y+3/4) (z+3/4,y+1/4,-x+1/4) (z+1/4,-y+1/4,x+3/4) (-z+1/4,y+3/4,x+1/4) (-z+3/4,-y+3/4,-x+3/4)"
P 41 3 2,509,12.0,d,..2,"(1/8,y,y+1/4) (3/8,-y,y+3/4) (7/8,y+1/2,-y+1/4) (5/8,-y+1/2,-y+3/4) (y+1/4,1/8,y) (y+3/4,3/8,-y) (-y+1/4,7/8,y+1/2) (-y+3/4,5/8,-y+1/2) (y,y+1/4,1/8) (-y,y+3/4,3/8) (y+1/2,-y+1/4,7/8) (-y+1/2,-y+3/4,5/8)"
P 41 3 2,509,8.0,c,.3.,"(x,x,x) (-x+1/2,-x,x+1/2) (-x,x+1/2,-x+1/2) (x+1/2,-x+1/2,-x) (x+3/4,x+1/4,-x+1/4) (-x+3/4,-x+3/4,-x+3/4) (x+1/4,-x+1/4,x+3/4) (-x+1/4,x+3/4,x+1/4)"
P 41 3 2,509,4.0,b,0.32,"(7/8,7/8,7/8) (5/8,1/8,3/8) (1/8,3/8,5/8) (3/8,5/8,1/8)"
P 41 3 2,509,4.0,a,0.32,"(3/8,3/8,3/8) (1/8,5/8,7/8) (5/8,7/8,1/8) (7/8,1/8,5/8)"
I 41 3 2,510,48.0,i,1,"(x,y,z) (-x+1/2,-y,z+1/2) (-x,y+1/2,-z+1/2) (x+1/2,-y+1/2,-z) (z,x,y) (z+1/2,-x+1/2,-y) (-z+1/2,-x,y+1/2) (-z,x+1/2,-y+1/2) (y,z,x) (-y,z+1/2,-x+1/2) (y+1/2,-z+1/2,-x) (-y+1/2,-z,x+1/2) (y+3/4,x+1/4,-z+1/4) (-y+3/4,-x+3/4,-z+3/4) (y+1/4,-x+1/4,z+3/4) (-y+1/4,x+3/4,z+1/4) (x+3/4,z+1/4,-y+1/4) (-x+1/4,z+3/4,y+1/4) (-x+3/4,-z+3/4,-y+3/4) (x+1/4,-z+1/4,y+3/4) (z+3/4,y+1/4,-x+1/4) (z+1/4,-y+1/4,x+3/4) (-z+1/4,y+3/4,x+1/4) (-z+3/4,-y+3/4,-x+3/4)"
I 41 3 2,510,24.0,h,..2,"(1/8,y,-y+1/4) (3/8,-y,-y+3/4) (7/8,y+1/2,y+1/4) (5/8,-y+1/2,y+3/4) (-y+1/4,1/8,y) (-y+3/4,3/8,-y) (y+1/4,7/8,y+1/2) (y+3/4,5/8,-y+1/2) (y,-y+1/4,1/8) (-y,-y+3/4,3/8) (y+1/2,y+1/4,7/8) (-y+1/2,y+3/4,5/8)"
I 41 3 2,510,24.0,g,..2,"(1/8,y,y+1/4) (3/8,-y,y+3/4) (7/8,y+1/2,-y+1/4) (5/8,-y+1/2,-y+3/4) (y+1/4,1/8,y) (y+3/4,3/8,-y) (-y+1/4,7/8,y+1/2) (-y+3/4,5/8,-y+1/2) (y,y+1/4,1/8) (-y,y+3/4,3/8) (y+1/2,-y+1/4,7/8) (-y+1/2,-y+3/4,5/8)"
I 41 3 2,510,24.0,f,2..,"(x,0,1/4) (-x+1/2,0,3/4) (1/4,x,0) (3/4,-x+1/2,0) (0,1/4,x) (0,3/4,-x+1/2) (3/4,x+1/4,0) (3/4,-x+3/4,1/2) (x+3/4,1/2,1/4) (-x+1/4,0,1/4) (0,1/4,-x+1/4) (1/2,1/4,x+3/4)"
I 41 3 2,510,16.0,e,.3.,"(x,x,x) (-x+1/2,-x,x+1/2) (-x,x+1/2,-x+1/2) (x+1/2,-x+1/2,-x) (x+3/4,x+1/4,-x+1/4) (-x+3/4,-x+3/4,-x+3/4) (x+1/4,-x+1/4,x+3/4) (-x+1/4,x+3/4,x+1/4)"
I 41 3 2,510,12.0,d,2.22,"(5/8,0,1/4) (7/8,0,3/4) (1/4,5/8,0) (3/4,7/8,0) (0,1/4,5/8) (0,3/4,7/8)"
I 41 3 2,510,12.0,c,2.22,"(1/8,0,1/4) (3/8,0,3/4) (1/4,1/8,0) (3/4,3/8,0) (0,1/4,1/8) (0,3/4,3/8)"
I 41 3 2,510,8.0,b,0.32,"(7/8,7/8,7/8) (5/8,1/8,3/8) (1/8,3/8,5/8) (3/8,5/8,1/8)"
I 41 3 2,510,8.0,a,0.32,"(1/8,1/8,1/8) (3/8,7/8,5/8) (7/8,5/8,3/8) (5/8,3/8,7/8)"
P -4 3 m,511,24.0,j,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y,x,z) (-y,-x,z) (y,-x,-z) (-y,x,-z) (x,z,y) (-x,z,-y) (-x,-z,y) (x,-z,-y) (z,y,x) (z,-y,-x) (-z,y,-x) (-z,-y,x)"
P -4 3 m,511,12.0,i,..m,"(x,x,z) (-x,-x,z) (-x,x,-z) (x,-x,-z) (z,x,x) (z,-x,-x) (-z,-x,x) (-z,x,-x) (x,z,x) (-x,z,-x) (x,-z,-x) (-x,-z,x)"
P -4 3 m,511,12.0,h,2..,"(x,1/2,0) (-x,1/2,0) (0,x,1/2) (0,-x,1/2) (1/2,0,x) (1/2,0,-x) (1/2,x,0) (1/2,-x,0) (x,0,1/2) (-x,0,1/2) (0,1/2,x) (0,1/2,-x)"
P -4 3 m,511,6.0,g,2.mm,"(x,1/2,1/2) (-x,1/2,1/2) (1/2,x,1/2) (1/2,-x,1/2) (1/2,1/2,x) (1/2,1/2,-x)"
P -4 3 m,511,6.0,f,2.mm,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x)"
P -4 3 m,511,4.0,e,.3m,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x)"
P -4 3 m,511,3.0,d,-42.m,"(1/2,0,0) (0,1/2,0) (0,0,1/2)"
P -4 3 m,511,3.0,c,-42.m,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0)"
P -4 3 m,511,1.0,b,-43m,"(1/2,1/2,1/2)"
P -4 3 m,511,1.0,a,-43m,"(0,0,0)"
F -4 3 m,512,96.0,i,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y,x,z) (-y,-x,z) (y,-x,-z) (-y,x,-z) (x,z,y) (-x,z,-y) (-x,-z,y) (x,-z,-y) (z,y,x) (z,-y,-x) (-z,y,-x) (-z,-y,x)"
F -4 3 m,512,48.0,h,..m,"(x,x,z) (-x,-x,z) (-x,x,-z) (x,-x,-z) (z,x,x) (z,-x,-x) (-z,-x,x) (-z,x,-x) (x,z,x) (-x,z,-x) (x,-z,-x) (-x,-z,x)"
F -4 3 m,512,24.0,g,2.mm,"(x,1/4,1/4) (-x,3/4,1/4) (1/4,x,1/4) (1/4,-x,3/4) (1/4,1/4,x) (3/4,1/4,-x)"
F -4 3 m,512,24.0,f,2.mm,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x)"
F -4 3 m,512,16.0,e,.3m,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x)"
F -4 3 m,512,4.0,d,-43m,"(3/4,3/4,3/4)"
F -4 3 m,512,4.0,c,-43m,"(1/4,1/4,1/4)"
F -4 3 m,512,4.0,b,-43m,"(1/2,1/2,1/2)"
F -4 3 m,512,4.0,a,-43m,"(0,0,0)"
I -4 3 m,513,48.0,h,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y,x,z) (-y,-x,z) (y,-x,-z) (-y,x,-z) (x,z,y) (-x,z,-y) (-x,-z,y) (x,-z,-y) (z,y,x) (z,-y,-x) (-z,y,-x) (-z,-y,x)"
I -4 3 m,513,24.0,g,..m,"(x,x,z) (-x,-x,z) (-x,x,-z) (x,-x,-z) (z,x,x) (z,-x,-x) (-z,-x,x) (-z,x,-x) (x,z,x) (-x,z,-x) (x,-z,-x) (-x,-z,x)"
I -4 3 m,513,24.0,f,2..,"(x,1/2,0) (-x,1/2,0) (0,x,1/2) (0,-x,1/2) (1/2,0,x) (1/2,0,-x) (1/2,x,0) (1/2,-x,0) (x,0,1/2) (-x,0,1/2) (0,1/2,x) (0,1/2,-x)"
I -4 3 m,513,12.0,e,2.mm,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x)"
I -4 3 m,513,12.0,d,-4..,"(1/4,1/2,0) (3/4,1/2,0) (0,1/4,1/2) (0,3/4,1/2) (1/2,0,1/4) (1/2,0,3/4)"
I -4 3 m,513,8.0,c,.3m,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x)"
I -4 3 m,513,6.0,b,-42.m,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0)"
I -4 3 m,513,2.0,a,-43m,"(0,0,0)"
P -4 3 n,514,24.0,i,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y+1/2,x+1/2,z+1/2) (-y+1/2,-x+1/2,z+1/2) (y+1/2,-x+1/2,-z+1/2) (-y+1/2,x+1/2,-z+1/2) (x+1/2,z+1/2,y+1/2) (-x+1/2,z+1/2,-y+1/2) (-x+1/2,-z+1/2,y+1/2) (x+1/2,-z+1/2,-y+1/2) (z+1/2,y+1/2,x+1/2) (z+1/2,-y+1/2,-x+1/2) (-z+1/2,y+1/2,-x+1/2) (-z+1/2,-y+1/2,x+1/2)"
P -4 3 n,514,12.0,h,2..,"(x,0,1/2) (-x,0,1/2) (1/2,x,0) (1/2,-x,0) (0,1/2,x) (0,1/2,-x) (1/2,x+1/2,0) (1/2,-x+1/2,0) (x+1/2,0,1/2) (-x+1/2,0,1/2) (0,1/2,x+1/2) (0,1/2,-x+1/2)"
P -4 3 n,514,12.0,g,2..,"(x,1/2,0) (-x,1/2,0) (0,x,1/2) (0,-x,1/2) (1/2,0,x) (1/2,0,-x) (0,x+1/2,1/2) (0,-x+1/2,1/2) (x+1/2,1/2,0) (-x+1/2,1/2,0) (1/2,0,x+1/2) (1/2,0,-x+1/2)"
P -4 3 n,514,12.0,f,2..,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x) (1/2,x+1/2,1/2) (1/2,-x+1/2,1/2) (x+1/2,1/2,1/2) (-x+1/2,1/2,1/2) (1/2,1/2,x+1/2) (1/2,1/2,-x+1/2)"
P -4 3 n,514,8.0,e,.3.,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x+1/2,x+1/2,x+1/2) (-x+1/2,-x+1/2,x+1/2) (x+1/2,-x+1/2,-x+1/2) (-x+1/2,x+1/2,-x+1/2)"
P -4 3 n,514,6.0,d,-4..,"(1/4,0,1/2) (3/4,0,1/2) (1/2,1/4,0) (1/2,3/4,0) (0,1/2,1/4) (0,1/2,3/4)"
P -4 3 n,514,6.0,c,-4..,"(1/4,1/2,0) (3/4,1/2,0) (0,1/4,1/2) (0,3/4,1/2) (1/2,0,1/4) (1/2,0,3/4)"
P -4 3 n,514,6.0,b,222..,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0) (0,1/2,0) (1/2,0,0) (0,0,1/2)"
P -4 3 n,514,2.0,a,23,"(0,0,0) (1/2,1/2,1/2)"
F -4 3 c,515,96.0,h,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x) (y+1/2,x+1/2,z+1/2) (-y+1/2,-x+1/2,z+1/2) (y+1/2,-x+1/2,-z+1/2) (-y+1/2,x+1/2,-z+1/2) (x+1/2,z+1/2,y+1/2) (-x+1/2,z+1/2,-y+1/2) (-x+1/2,-z+1/2,y+1/2) (x+1/2,-z+1/2,-y+1/2) (z+1/2,y+1/2,x+1/2) (z+1/2,-y+1/2,-x+1/2) (-z+1/2,y+1/2,-x+1/2) (-z+1/2,-y+1/2,x+1/2)"
F -4 3 c,515,48.0,g,2..,"(x,1/4,1/4) (-x,3/4,1/4) (1/4,x,1/4) (1/4,-x,3/4) (1/4,1/4,x) (3/4,1/4,-x) (3/4,x+1/2,3/4) (1/4,-x+1/2,3/4) (x+1/2,3/4,3/4) (-x+1/2,3/4,1/4) (3/4,3/4,x+1/2) (3/4,1/4,-x+1/2)"
F -4 3 c,515,48.0,f,2..,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x) (1/2,x+1/2,1/2) (1/2,-x+1/2,1/2) (x+1/2,1/2,1/2) (-x+1/2,1/2,1/2) (1/2,1/2,x+1/2) (1/2,1/2,-x+1/2)"
F -4 3 c,515,32.0,e,.3.,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x) (x+1/2,x+1/2,x+1/2) (-x+1/2,-x+1/2,x+1/2) (x+1/2,-x+1/2,-x+1/2) (-x+1/2,x+1/2,-x+1/2)"
F -4 3 c,515,24.0,d,-4..,"(1/4,0,0) (3/4,0,0) (0,1/4,0) (0,3/4,0) (0,0,1/4) (0,0,3/4)"
